#Table1
u,g,r,i,z,subClass
24.43603,22.07032,20.3744,19.50301,19.0081,M0V
18.523,18.36505,18.68221,18.93273,19.20548,WD
24.11855,20.81877,19.60923,19.1659,18.87316,K5
21.88964,20.74046,20.26036,20.11894,20.05109,F9
21.90271,20.658,20.0262,19.75587,19.76258,F9
21.73793,19.80765,18.87748,18.56126,18.42334,K3
18.25355,16.78756,16.11196,15.81758,15.68196,F9
22.13468,20.31082,19.32104,18.87005,18.64144,K5
20.36605,19.27931,18.85895,18.68365,18.64019,F5
20.23349,18.15099,17.20105,16.82518,16.6037,K3
22.64593,20.79665,19.71602,19.2788,19.07158,K5
20.35786,18.41998,17.47244,17.00327,16.69786,K5
21.04114,20.00854,19.51007,19.29795,19.28107,G0
16.80869,15.63668,15.35199,15.2585,15.2445,F5
20.59632,20.31094,20.58951,20.79203,21.31923,WD
16.38185,15.26787,14.8894,14.7527,14.70722,F5
18.19999,17.25036,16.90775,16.77587,16.76436,F5
20.98,19.43495,18.82659,18.60332,18.53714,F9
22.56948,20.28858,19.21308,18.78273,18.54501,K5
18.99864,17.44703,16.86484,16.62419,16.4919,F9
21.85006,20.58734,20.27984,20.14049,20.23263,T2
20.7942,19.02226,18.35408,18.11762,17.99538,F9
21.57028,19.90559,19.21958,18.93028,18.7664,F9
18.65597,17.66806,17.28069,17.10774,17.05604,F5
22.70948,21.07985,20.28177,19.91121,19.81944,K3
22.97398,20.68688,19.3153,18.71576,18.33408,K7
20.14807,18.86194,18.82092,18.83775,18.86943,A0
20.02864,18.88245,18.50369,18.34828,18.29848,F5
20.01138,18.52563,17.9496,17.70536,17.57802,F9
19.62152,18.34386,18.4829,18.5717,18.62409,A0
20.62928,20.65676,20.91584,21.11268,21.14023,OB
18.24359,17.31444,17.05268,16.92398,16.92215,F5
17.9126,16.9438,16.6885,16.57296,16.55483,F5
17.92644,16.58703,16.09887,15.89943,15.82363,F9
19.49964,18.09312,17.55916,17.34408,17.2476,F9
17.96228,16.9488,16.74316,16.65968,16.66464,A0
18.60291,17.40545,16.96538,16.81034,16.73483,F5
20.784,19.52765,19.36304,19.30866,19.28106,A0
21.70725,20.30408,19.62095,19.31013,19.11827,F5
23.1723,21.29493,20.16973,19.69856,19.43765,K7
19.4708,18.12548,17.599,17.35921,17.29369,F9
21.88845,20.82993,20.42663,20.31524,20.14272,F5
21.92925,20.44576,19.65144,19.37977,19.25495,F9
24.13274,20.5203,19.16908,18.52331,18.19647,K7
20.51284,19.54792,19.12408,18.94773,18.82147,F2
21.04572,19.56959,18.94564,18.70205,18.56133,F9
19.15263,18.21924,17.95374,17.83297,17.83752,F5
17.9754,17.14107,16.85013,16.72573,16.6747,A0
17.00533,15.77484,15.35041,15.19803,15.14907,F9
19.37885,17.44795,16.7609,16.51548,16.40167,K1
17.27361,15.91207,15.33522,15.09201,14.97913,F2
22.61185,20.07762,18.43586,17.61797,17.1452,M0V
20.1328,18.68642,18.09536,17.90987,17.79945,F9
21.04519,19.43449,18.93174,18.72066,18.648,F9
22.46609,20.61065,19.16263,18.5589,18.15434,K7
20.56996,19.06883,18.53015,18.26616,18.14569,F9
20.45306,19.12276,18.5898,18.31861,18.27662,F9
19.9003,18.88874,18.60458,18.48014,18.46985,F5
21.14447,20.06784,19.85153,19.85223,19.67772,A0
20.29058,19.14083,18.73728,18.59445,18.57457,F9
20.20076,19.91249,20.27942,20.48811,20.56788,WD
19.17994,18.16808,18.01328,17.94595,17.93636,A0
20.18654,18.7187,18.15901,17.95042,17.87201,F9
20.92001,20.3466,19.90707,19.83171,19.7194,F5
19.01402,18.11594,17.80484,17.67542,17.65112,F5
20.02674,19.13519,18.73348,18.59262,18.60038,G0
21.20945,20.18895,19.66633,19.45138,19.6029,G2
17.6868,16.05088,15.46115,15.24045,15.15677,F9
24.10302,20.13625,18.89837,18.24796,17.89639,M0
19.48239,17.98679,17.38256,17.17083,17.06032,K1
18.32131,16.85583,16.29358,16.0741,15.98799,F9
16.42652,15.10646,14.61069,14.44126,14.39323,F9
18.94172,17.86469,17.687,17.66028,17.69878,F5
17.37088,16.28142,15.93803,15.81301,15.793,F5
17.52574,15.82508,15.13629,14.9197,14.80807,K1
15.78602,14.7294,14.41276,14.33868,14.36057,F5
19.68521,18.24145,17.691,17.47544,17.35369,F9
17.76566,16.28117,15.7402,15.5447,15.4921,F9
18.44997,17.53914,17.28707,17.13309,17.11735,F5
19.24708,17.49778,16.75345,16.47103,16.31472,K3
23.14328,20.24563,18.97339,18.45365,18.19569,K7
25.12229,20.99516,19.40975,18.00776,17.17397,M4
19.21662,17.79231,17.25197,17.02514,16.97572,F9
17.45507,15.78917,15.19381,14.98737,14.894,K1
18.52766,16.71157,15.98564,15.72554,15.5757,K3
17.10549,15.86457,15.39653,15.19782,15.14968,F9
18.21328,16.88195,16.44834,16.24421,16.19473,F9
17.56074,16.01282,15.42287,15.19364,15.06225,F9
18.36523,16.87704,16.33074,16.11588,16.05224,F9
23.04133,21.9414,20.47599,18.87327,18.08892,M4
18.8819,17.47422,16.94608,16.75094,16.69734,F9
18.60267,16.77638,16.10292,15.8865,15.80169,K1
24.23227,22.66866,20.92512,19.37936,18.47304,M4
19.58386,17.95041,17.36678,17.17232,17.10287,K1
23.54871,22.49222,20.97942,19.00182,17.99583,M5
23.59639,22.71811,21.11642,19.41899,18.49753,M4
16.7307,15.80765,15.49576,15.37872,15.37996,F5
18.66812,17.69163,17.39945,17.33215,17.30876,F5
19.92007,18.95838,18.76687,18.65928,18.60462,A0
17.77125,17.6618,18.18227,18.71355,19.09495,WD
21.20353,19.53114,18.7678,18.48063,18.31283,K3
19.62975,18.20397,17.65158,17.46431,17.35122,F9
17.59904,16.29773,15.83497,15.6499,15.5455,F9
17.7615,16.84356,16.6029,16.49268,16.47371,A0
17.78566,16.88249,16.55087,16.41823,16.38161,F5
20.46863,19.4617,19.25446,19.10452,19.09074,F5
21.3551,20.00437,19.44632,19.21824,19.13307,F9
16.31912,14.84511,14.28196,14.07165,13.99006,F9
17.31634,15.85546,15.35351,15.19126,15.14544,F9
22.80125,21.25061,19.85462,19.23118,18.87171,M0
19.29741,18.8354,18.73982,18.75783,18.75807,CV
18.24844,17.13177,16.75153,16.61742,16.61473,G2
18.03127,16.66103,16.1811,16.00859,15.92914,F9
19.40589,17.60219,16.95069,16.72635,16.6493,K1
19.77112,18.37395,17.74965,17.49687,17.4196,F9
22.62562,20.52946,19.16295,18.55098,18.23288,M0
24.49315,21.92811,20.51406,19.54156,19.06939,M2
18.4085,17.89541,18.06896,18.24672,18.42952,WD
18.26811,17.1816,16.78042,16.63227,16.59585,G0
19.01944,17.9092,17.79828,17.78759,17.84178,A0
19.16409,18.05498,17.661,17.53762,17.49375,G0
25.54811,21.95532,20.792,20.10296,19.63689,M0
21.63868,18.95573,17.37514,16.37409,15.73089,M2
23.73394,22.6189,21.24912,19.44116,18.41653,M5
24.52874,20.34643,18.67144,18.15558,17.97696,Carbon_lines
24.12322,21.63281,19.93852,18.07482,16.99746,M5
19.69192,18.34602,18.14421,17.98788,17.94713,F5
19.58231,18.53667,18.07037,17.86179,17.73778,F5
19.66371,19.45077,19.6425,19.64449,19.37579,WD
17.83744,16.78868,16.41848,16.27141,16.25035,G0
24.83292,21.16903,20.31174,20.06711,19.99775,K5
22.91665,20.77405,19.75833,19.33656,19.32198,K5
25.07202,20.90687,20.1758,19.83931,19.89695,K3
18.19692,16.40961,15.63938,15.33952,15.26991,K1
23.65625,20.75306,19.16192,17.16945,16.11347,M5
19.11,18.20828,17.8876,17.76498,17.73068,F5
24.20804,23.34426,21.1067,19.87362,19.26199,M4
24.94799,22.72618,20.87023,19.58997,18.98012,M4
21.34035,18.649,17.44418,16.95968,16.71042,K7
18.90693,17.73993,17.73627,17.81101,17.91785,A0
23.29541,21.18612,19.41891,18.11098,17.35538,M2
20.18817,19.69416,19.80084,20.06504,20.1948,WD
19.25813,18.76727,18.77245,18.83841,18.96463,WD
24.79896,22.28989,20.70293,19.45325,18.71555,M4
21.65874,18.56814,17.50839,17.17152,16.96317,K5
17.62552,16.20628,15.6063,15.52748,15.28767,F9
23.75752,23.13648,20.967,20.12801,19.6793,M2
20.36282,17.85258,16.87626,16.5335,16.26582,K5
23.20549,21.01999,19.05587,17.92389,17.30034,M3
24.69738,21.39756,19.98028,19.21115,18.78279,M1
19.92392,18.69516,18.1489,17.89951,17.78032,G0
17.58153,16.67094,16.44682,16.35377,16.34221,A0
19.99997,18.95578,18.58047,18.47201,18.48662,F5
21.3734,20.24844,19.71066,19.52279,19.4239,G0
23.49044,21.171,19.64125,18.50291,17.84017,M3
23.30813,20.79747,19.18903,17.88255,17.18031,M3
18.39588,17.02963,16.54155,16.37471,16.29847,F9
19.21791,17.79645,17.26852,17.06989,16.99036,F9
18.51019,17.55049,17.30301,17.20862,17.18992,F5
21.42277,20.2696,19.73075,19.58369,19.44345,G2
21.57876,18.64245,17.22586,16.56473,16.19449,M0
19.99445,18.7922,18.5332,18.51035,18.46926,F5
23.53159,20.50835,19.62659,19.3081,19.16331,K3
17.59375,16.56231,16.22655,16.11365,16.08633,F5
18.14692,17.0208,16.62845,16.49283,16.45415,G2
20.09771,18.4101,17.74862,17.50948,17.35643,K1
25.66723,21.33666,20.3567,20.05232,19.87545,K5
23.73778,22.75777,20.98909,18.90903,17.80889,M6
25.71577,20.94832,19.99846,19.65705,19.61078,K5
18.65582,17.572,17.20736,17.07754,17.02988,F5
19.15627,18.00615,17.96157,17.99821,18.01298,A0
25.13844,21.11727,20.28336,20.02114,19.68921,K3
24.08072,21.27613,19.80819,19.27875,19.17653,Carbon_lines
23.83217,21.07241,19.51271,17.62238,16.54443,M5
19.20531,18.01326,17.6042,17.456,17.39625,G2
24.90095,22.98199,21.46688,19.48453,18.3918,M6
25.13461,21.22233,20.23525,19.90749,19.64115,K3
24.93848,20.77134,19.78571,19.45312,19.32127,K3
18.45971,17.40641,17.0258,16.88498,16.79465,F5
19.5967,18.05285,17.42397,17.19626,17.08481,K1
24.89024,20.73582,19.82365,19.50601,19.15551,K5
19.62534,18.41027,17.97382,17.82319,17.77364,F9
19.68941,18.3971,17.83019,17.62759,17.54488,F9
18.15568,16.99976,16.47814,16.25889,16.18675,G2
16.92511,15.46695,14.90513,14.70034,14.61221,F9
17.9751,16.34892,15.752,15.54906,15.4693,F9
17.96925,16.9997,16.66899,16.54016,16.51779,F5
18.15585,17.12556,16.71529,16.58349,16.53936,F5
16.58629,15.56227,15.40427,15.38577,15.42702,A0
18.06306,16.87676,16.42866,16.28684,16.24631,G2
18.41679,17.0994,16.58375,16.40436,16.33526,F9
18.59192,17.06798,16.46039,16.24537,16.16847,F9
18.72354,17.25521,16.69762,16.51157,16.42026,F9
19.17568,18.08085,17.83363,17.72431,17.72206,F5
15.97945,14.9507,14.6456,14.54254,14.52474,F5
17.8925,15.86234,15.07297,14.79733,14.64282,K3
19.77111,17.64317,16.82695,16.44932,16.32601,K3
18.51429,17.51233,17.18435,17.04963,16.99998,F5
18.32546,16.94802,16.3796,16.0712,15.9259,F9
19.32137,18.08833,17.65504,17.42776,17.40052,F9
19.36663,18.4258,18.09351,17.94137,17.86428,F5
16.71261,15.77818,15.49967,15.39635,15.37263,F5
17.95326,17.05072,16.72523,16.63047,16.60025,F5
17.73876,16.8223,16.53316,16.39518,16.46164,F5
25.57785,22.5529,20.91745,18.27999,16.81588,M7
24.99066,21.15152,19.40169,18.64767,18.17485,M0V
23.01597,21.37025,19.50955,16.62607,14.89164,M9
23.49148,20.90916,19.38214,18.11786,17.41237,M3
19.05467,17.9724,17.61158,17.48403,17.4771,G2
20.10796,19.56033,19.56378,19.1081,18.5808,WD
24.01362,19.92043,18.65215,18.13652,17.87972,K7
18.78371,17.71311,17.34904,17.22161,17.17147,F2
23.69297,20.59244,19.58445,19.16411,18.98778,K5
23.31053,22.04553,20.56372,19.79263,19.22465,M1
26.33385,22.22372,20.77782,20.00081,19.47414,M1
23.19256,24.59391,22.10057,20.00146,18.60183,M7
24.04377,22.14929,20.75684,18.83677,17.74642,M6
17.59243,16.49719,16.11636,15.95204,15.90552,F5
23.83273,22.24283,20.89551,19.97208,20.00536,M2
22.53048,20.0967,18.7445,18.22799,17.91445,K7
19.82291,18.76571,18.64464,18.64656,18.63239,A0
20.42173,19.67326,19.42346,19.3115,19.26649,A0
20.64615,19.13324,18.37257,18.09437,17.9053,K3
19.61058,18.71805,18.52662,18.47865,18.45216,A0
20.82636,20.07209,19.67731,19.49812,19.41812,F5
19.94015,18.62526,18.10361,17.91234,17.82237,F9
20.4098,18.8208,18.19361,17.95108,17.82326,F9
20.10312,18.90092,18.32361,18.09003,17.89989,F9
19.35227,18.27602,17.83422,17.65383,17.58938,G2
19.62278,18.62679,18.43557,18.40092,18.45027,A0
21.25786,19.4429,18.81832,18.57354,18.46677,K1
20.54327,19.82372,19.49394,19.36303,19.27777,F5
22.5277,20.57701,19.25269,18.75672,18.41623,K5
19.81311,18.53204,18.00967,17.76476,17.78758,F9
21.17025,19.90626,19.33773,19.0695,18.89728,F9
23.42627,20.0282,18.6323,18.02285,17.71299,K7
21.81647,20.89458,21.48646,20.71797,20.33984,G0
20.8556,19.50434,18.90118,18.63486,18.52467,G2
22.3439,19.55836,18.42119,17.95397,17.67863,K5
20.17022,19.10285,18.71292,18.53899,18.49237,F5
20.15854,19.02104,18.47108,18.2534,18.15581,G2
20.29486,19.19347,18.69905,18.52878,18.37696,G2
21.57752,20.53796,20.13071,19.93632,20.07631,F5
20.92553,19.44728,18.82841,18.58115,18.47896,F9
20.82521,19.4061,18.88646,18.67274,18.6328,F9
20.27795,19.13933,18.75103,18.6005,18.52687,F5
18.03163,17.14271,16.80499,16.6692,16.61185,F5
18.88669,17.88227,17.62027,17.53474,17.53794,F5
18.43917,16.82879,16.2165,16.00771,15.89911,K1
18.22483,16.54432,15.88569,15.65374,15.53392,F9
20.5149,19.24666,18.82018,18.62538,18.61221,F2
18.09409,16.87042,16.40877,16.23814,16.17594,G2
19.78223,18.21783,17.65916,17.41525,17.34907,K1
19.49412,18.43944,18.28423,18.23663,18.28128,A0
18.5118,17.55515,17.25056,17.18276,17.14112,F5
20.52987,19.31945,18.85673,18.62821,18.5176,G2
19.42221,17.92926,17.36136,17.14539,17.03082,F9
20.21226,17.67357,16.25787,15.69651,15.37502,K7
18.76905,17.49821,16.88809,16.6265,16.48598,F9
18.66208,17.62948,17.36736,17.27505,17.21643,A0
20.79803,19.36298,18.67497,18.45723,18.26757,F9
20.55472,19.41783,18.93161,18.7876,18.77496,F2
19.44407,18.01369,17.4643,17.26204,17.14828,F9
17.72706,16.70691,16.37823,16.25598,16.17806,F5
17.78979,16.65063,16.66977,16.72372,16.7994,A0
22.32461,20.87052,20.29122,20.04563,19.77684,L5.5
18.99356,17.91769,17.50316,17.34029,17.26113,G2
20.32267,19.08546,18.60951,18.42352,18.39897,G2
23.10677,20.76137,19.5071,19.08318,18.75625,K5
23.87229,21.06832,20.03715,19.67351,19.37416,K5
23.72402,20.30653,18.89495,18.01437,17.50046,M2
22.45921,19.6817,18.45775,17.90128,17.59787,K7
24.46534,20.81937,19.28818,17.64723,16.75351,M4
23.96482,21.04573,19.57161,18.20661,17.45501,M3
19.67126,18.40713,18.35267,18.31096,18.39833,A0
23.43102,22.07548,20.92267,19.88393,19.19159,M3
18.22637,16.73438,16.09827,15.79456,15.82761,K1
20.69708,19.18003,18.54974,18.31507,18.24571,F9
17.46601,16.49767,16.19296,16.06287,16.06704,F5
19.64997,19.64431,19.99023,20.24718,20.39864,WD
19.15588,18.06284,18.09314,18.14394,18.22883,A0
16.72232,15.83843,15.56966,15.48956,15.45994,F5
23.24061,21.32215,19.64585,18.96463,18.53491,M0V
17.49537,16.51897,16.16253,16.0211,15.96547,A0
20.57075,19.39975,18.96038,18.78293,18.73678,G0
23.80012,22.88951,21.26786,19.22752,18.20827,M6
25.55164,21.67227,20.46495,20.05017,20.27256,K3
17.73426,15.87868,15.25912,15.05785,15.00332,K1
21.90799,19.58484,18.14663,16.87827,16.16988,M3
23.30062,22.07215,20.40296,18.58971,17.57974,M5
17.11739,16.10705,15.74039,15.5995,15.57585,F5
18.85032,17.85399,17.54266,17.41088,17.39819,F5
17.61891,16.33982,16.37373,16.42124,16.44963,A0
18.32221,17.01084,16.49052,16.26499,16.14792,F9
17.34427,16.36243,16.01186,15.9006,15.87058,F5
25.88557,22.3848,20.75487,19.83634,19.24516,M2
22.97853,21.29018,20.00666,19.46951,19.23483,K7
22.37369,19.94233,18.51308,17.23418,16.53438,M3
19.88465,18.65581,18.0374,17.76189,17.64482,F9
18.86038,17.99528,17.73614,17.65905,17.64741,A0
21.06605,19.20275,18.5037,18.26191,18.06754,K3
20.73058,19.34731,18.7475,18.53181,18.41279,F9
20.29793,19.4057,19.18013,19.10576,19.01394,A0
20.12938,20.12187,20.57035,20.76182,20.58023,OB
20.32196,19.35243,19.06364,18.95523,18.93764,F5
20.10466,19.16348,18.95325,18.88466,18.73327,A0
19.29675,18.30585,18.03059,17.9282,17.93938,F5
20.47538,18.97847,18.36262,18.12995,18.01614,F9
20.66992,19.57173,19.55647,19.54646,19.56487,A0
20.07158,19.18165,18.91629,18.78817,18.75488,A0
21.30794,20.37391,20.10824,19.84372,19.70181,F5
22.06272,20.7754,20.2056,20.05145,19.88894,F9
19.67571,18.67785,18.36716,18.24044,18.26159,F5
21.4844,20.36299,19.81838,19.61849,19.41122,F5
20.40115,18.88315,18.28167,18.02942,17.93516,K1
18.76243,17.17851,16.54177,16.27851,16.13937,F9
20.8662,19.33097,18.83949,18.67935,18.59995,F9
22.63484,20.98338,19.48936,18.70019,18.25413,M1
20.2823,19.24285,19.13453,19.03778,19.00303,A0
20.84043,19.65843,19.1651,18.88726,18.95396,G0
21.33064,19.96939,19.43682,19.29878,19.30481,F9
19.58083,18.58405,18.47673,18.45553,18.55439,A0
20.3551,18.81607,18.26159,18.05623,17.96207,F9
20.95895,20.09078,19.86499,19.77269,19.71675,F5
19.58015,18.61116,18.28073,18.16436,18.19135,F5
21.21341,20.11104,19.54397,19.30799,19.39798,F9
20.34769,19.39183,19.02672,18.89398,18.87871,F5
20.85732,20.21691,19.84879,19.80891,19.6638,A0
20.86064,19.11131,18.35026,17.98847,17.86434,K3
19.66994,18.68626,18.22659,18.08896,17.97573,G2
20.50124,19.2147,18.69615,18.45077,18.2741,F9
20.36866,19.23266,18.79512,18.60555,18.53045,G0
20.24525,19.27448,19.00357,18.85843,18.7822,F5
17.61489,16.75402,16.50774,16.41843,16.39719,A0
19.58294,19.28332,19.56041,19.78446,20.08974,WD
25.24596,21.26315,20.01209,19.43139,19.50415,K7
24.84957,21.74749,20.2448,18.329,17.24722,M6
20.79369,20.45092,20.69066,20.75703,20.81605,WD
23.20686,20.57854,19.18165,18.14952,17.55706,M2
24.0679,22.41203,20.84102,18.90398,17.77821,M6
24.52519,22.42806,21.0134,18.98878,17.87049,M5
18.16988,17.0412,17.12191,17.23666,17.33068,A0
17.87144,16.88205,16.51803,16.37411,16.35187,F5
22.92996,20.44658,19.12724,18.61139,18.85886,K7
25.15299,22.70279,21.0765,19.26351,18.25806,M5
16.56309,15.60042,15.24593,15.09419,15.04918,F5
19.20263,18.17842,17.85613,17.72428,17.71651,F5
22.79376,20.56992,18.99417,17.41165,16.50691,M4
21.48578,19.22907,17.80881,16.51293,15.76257,M4
16.52621,15.39474,15.4776,15.5615,15.66127,A0
24.18245,22.41673,19.93157,18.03419,17.03124,M5
23.84688,24.24369,22.94444,20.59185,18.88281,M7
17.43635,16.5161,16.24498,16.16006,16.1823,F5
19.22616,18.15235,18.02695,18.03468,18.07533,A0
19.19291,18.19689,18.16518,18.20441,18.25122,A0
26.16214,22.88441,21.7994,19.09473,17.53851,M8
24.72091,22.34944,20.54683,19.53832,18.96458,M2
19.82953,19.31902,19.41228,19.58426,19.81852,WD
18.98802,17.92512,17.56229,17.41123,17.41349,F2
24.53017,20.93668,20.13721,19.81143,19.68067,K3
19.77287,19.5831,19.07568,18.89235,18.95879,CarbonWD
17.05861,15.77821,15.99655,16.14656,16.24455,A0
26.59738,25.31123,22.33837,19.47806,17.96396,M8
17.30599,16.02526,16.17905,16.31912,16.39138,A0
19.93951,18.83078,18.44243,18.27765,18.21771,G0
17.4251,16.54252,16.32709,16.22909,16.22632,A0
21.60365,19.18849,17.76967,16.78182,16.2432,M2
24.48945,22.94423,21.41124,18.58266,16.81532,M9
17.82752,17.72633,17.10694,16.84288,16.93259,CarbonWD
25.5512,23.10225,21.51714,19.4059,18.22443,M6
22.90698,22.41433,20.76891,18.71139,17.64636,M6
18.25627,18.06348,18.15375,18.2115,18.31013,B6
18.8332,17.64818,17.18479,17.0379,16.96271,F9
19.90453,19.06519,18.69142,18.68552,18.55061,F5
21.51525,19.14278,17.74039,16.78899,16.25899,M2
19.84923,19.25205,19.41483,19.60511,19.77374,WD
23.45803,21.21011,19.44326,17.03901,15.74999,M7
17.70119,16.7064,16.42252,16.28949,16.33157,F5
24.87529,22.01117,20.34764,19.14147,18.46,M3
20.10375,19.08737,18.64745,18.47163,18.38899,F2
20.95627,19.69274,19.1355,18.94002,18.88146,F9
20.12831,19.0288,18.49805,18.297,18.1997,G2
19.6142,19.02597,18.68391,17.92219,17.3585,M3
20.91432,19.69127,19.20097,18.93024,18.8777,G2
20.87291,19.35836,18.75128,18.45164,18.44108,F9
19.96284,18.92343,18.49996,18.36446,18.35384,F5
21.32134,20.2112,19.79735,19.62542,19.54553,G2
21.34976,20.32287,19.99259,19.89826,19.92974,F5
20.60607,19.27097,18.75854,18.41942,18.41565,G2
21.02898,19.30052,18.67394,18.41937,18.32055,K1
20.25,19.01601,18.52576,18.29291,18.23565,F2
21.61426,20.14613,19.52994,19.31646,19.14753,F9
18.83921,18.36821,18.73869,19.00926,19.30643,A0p
21.61369,19.78477,19.05389,18.73608,18.63007,K3
20.68736,19.83936,19.57196,19.45428,19.41966,A0
20.85453,19.26295,18.52446,18.24848,18.09963,K1
19.53631,18.43626,18.14646,17.95659,17.96469,F5
21.43673,20.42536,20.11371,19.96846,20.0363,F5
16.08345,14.95766,14.64358,14.54678,14.55829,F5
19.92308,18.94328,18.57735,18.4379,18.37641,F5
21.18992,20.14897,19.9432,19.77443,19.88387,F5
20.14526,19.10971,18.65301,18.46025,18.40534,G2
20.72209,19.82718,19.55433,19.49009,19.44577,F5
20.53382,19.62926,19.40319,19.29562,19.27789,A0
21.23851,20.12669,19.68215,19.47772,19.39813,G2
20.90795,19.78551,19.29483,19.08486,19.03661,F9
17.70045,16.6641,16.38004,16.25864,16.23785,F5
17.43625,16.24404,15.87788,15.72741,15.69482,G2
20.97213,19.42538,18.87558,18.61883,18.54314,F9
19.67367,18.61713,18.57322,18.57534,18.60826,A0
19.50231,18.52073,18.38084,18.36353,18.3749,A0
21.04004,19.67566,19.09331,18.83555,18.70905,F9
21.01375,19.34961,18.84506,18.6208,18.61209,F9
20.23846,19.16579,19.09327,19.1014,19.1277,A0
20.71153,19.62727,19.2227,19.06056,19.01264,F2
20.05194,18.79487,18.30269,18.08365,18.06211,G2
21.11442,19.29473,18.51473,18.17543,18.06154,K3
20.89948,19.71356,19.23871,19.03836,18.98954,G2
20.10934,18.47767,17.91156,17.71156,17.66623,F9
24.95792,20.95513,19.40968,18.61194,18.13553,M0
19.65939,18.35855,17.85991,17.71212,17.62003,F9
20.02784,18.89262,18.38883,18.16964,18.10467,F9
19.63218,18.29567,17.76385,17.54626,17.47643,G2
20.41729,19.36549,19.16672,19.0667,19.0847,A0
19.95794,19.00294,18.80639,18.74356,18.75279,A0
24.36629,21.20845,19.50145,17.46542,16.35704,M6
20.27015,18.58436,17.93119,17.68581,17.58883,K1
21.21715,19.80198,19.27089,19.09528,19.0001,F9
21.08215,18.69636,17.56559,17.09382,16.89522,K5
24.15723,21.02563,19.64553,18.56885,18.09109,M2
17.11678,15.8679,16.00371,16.15471,16.19239,A0
20.08806,19.02935,18.81782,18.74378,18.78159,F5
20.8991,19.97505,19.7896,19.72428,19.82425,B6
23.77798,22.68115,20.79991,18.89887,17.84658,M5
18.89321,18.00239,17.71726,17.59122,17.5466,F5
19.39808,18.33008,18.29916,18.33772,18.39594,A0
23.19937,21.1426,19.4994,18.12473,17.35374,M4
21.13051,18.85746,17.32178,15.82818,14.99982,M4
18.61576,17.66358,17.37603,17.2679,17.21568,F5
20.87381,18.23421,16.90959,16.34488,16.03491,K7
17.25794,16.32454,16.03469,15.90848,15.89056,F5
19.28271,18.33166,18.05597,17.94352,17.92652,F5
21.9204,19.95672,18.02674,17.01079,16.40385,M3
19.30504,18.06171,17.56423,17.37328,17.34601,F9
24.54191,22.49681,21.00002,19.92372,19.07697,M3
18.95495,17.80623,17.42255,17.28491,17.27163,G2
24.03347,22.67446,20.85426,19.50093,18.65908,M4
25.02793,22.32208,20.99801,19.72361,19.17463,M2
17.12067,15.9777,15.60752,15.48184,15.49488,G0
16.51539,15.45372,15.29144,15.2491,15.2921,F5
21.31137,18.92353,17.52926,16.56307,16.04811,M2
17.5304,16.38895,15.9783,15.81241,15.77705,G0
19.43101,18.47271,18.17093,18.06552,18.07643,F5
20.39255,19.9119,19.85257,19.32022,18.65788,M6
19.70583,18.63894,18.62531,18.66315,18.80704,A0
18.8195,17.92748,17.67801,17.59805,17.61917,A0
19.24806,18.04558,17.61524,17.45789,17.45111,G2
23.49289,23.46609,21.62041,19.47351,18.25154,M6
17.86504,16.95214,16.6163,16.47387,17.21552,F5
22.381,19.38269,17.93018,16.81792,16.14172,M3
19.88209,18.86939,18.56268,18.46657,18.40759,F5
22.05483,20.06806,18.91017,18.47937,18.21923,K5
21.42553,20.68534,20.21371,20.11381,20.00427,F5
22.16482,20.15704,18.88813,18.31816,18.0078,K7
20.22224,20.30812,20.63544,20.89129,21.49947,OB
21.81972,19.30346,17.83976,16.65053,16.00426,M3
23.50097,22.42252,20.92559,19.06093,17.98364,M6
21.48651,18.95939,17.497,16.4717,15.89202,M2
22.00414,20.33029,19.41477,19.02131,18.81365,K3
18.57177,16.21408,15.16944,14.80606,14.6135,K5
20.47965,19.92581,19.10937,18.63779,18.24779,M0
23.47027,20.53862,18.9224,17.71737,17.05457,M3
17.20518,16.29913,16.02364,15.9227,15.91152,F5
16.73371,16.74125,17.13461,17.4057,17.67586,WD
22.08783,21.42517,20.12231,19.91844,19.72721,K1
18.89903,17.64699,17.71699,17.82171,17.92487,A0
18.58964,17.58661,17.22128,17.09109,17.0687,F5
17.58696,16.77481,16.47499,16.36462,16.31351,A0
16.69308,15.52792,15.15557,15.02102,14.96804,F5
20.26476,18.00064,17.07153,16.77498,16.5841,K3
21.03501,19.08783,18.36874,18.05945,18.098,F9
16.02671,14.84308,14.55315,14.46768,14.45748,F5
19.21702,17.48192,16.73948,16.45758,16.28002,K1
20.77626,18.98371,18.27495,18.00772,17.84033,K1
17.3334,16.08009,15.68129,15.52355,15.48232,F5
19.61293,17.17654,15.91896,15.31881,14.94109,K7
20.70446,18.91931,18.193,17.94331,17.7918,K1
20.34561,19.31998,18.92691,18.7533,18.66231,F5
18.35639,17.15222,16.69742,16.52098,16.43859,G0
20.22324,18.62452,17.79602,17.43186,17.18732,F9
17.20944,16.12828,15.68217,15.50156,15.41816,F5
20.54185,18.65703,17.86691,17.56507,17.42917,K1
21.71835,19.38145,17.92311,17.23244,16.81528,M0
17.41356,16.35606,15.96732,15.80872,15.73753,F5
18.80967,17.53803,17.0482,16.83991,16.77893,F9
19.88599,18.32432,17.54124,17.18519,16.98383,K1
21.02801,18.55063,17.50746,17.10304,16.89104,K5
21.26709,18.32964,16.91137,16.33221,15.99752,K7
19.59934,16.57322,15.3909,14.97209,14.71442,K5
