#Table1
u,g,r,i,z,subClass
22.80708,19.72328,18.15817,17.21962,16.81531,M1
19.82788,19.48778,19.70734,19.94987,20.06681,WD
18.84112,17.9535,17.68697,17.61795,17.60738,A0
26.2763,22.7309,20.9579,19.01687,17.91058,M6
26.42903,22.09391,20.51588,18.6086,17.57637,M5
17.74315,17.39808,17.67619,17.88611,18.21749,WD
18.54767,17.55521,17.12669,16.94501,16.86399,F5
19.44188,18.54412,18.21548,18.11908,18.09272,F5
17.3223,16.36047,16.06808,15.94838,15.95668,F5
18.96542,17.81239,17.36933,17.21795,17.16572,F9
20.41613,20.12868,20.05377,20.13381,20.16231,O
23.85669,22.53614,20.35412,19.61587,19.25891,M1
19.58237,18.34366,18.29811,18.30559,18.35549,A0
19.00184,18.05099,17.77484,17.65516,17.60657,F5
24.49981,21.7366,20.44235,19.45436,18.90842,M2
20.9066,19.65655,19.30136,19.18182,19.20064,F5
20.31243,19.25314,19.07735,19.02119,18.99845,F5
19.85057,18.12467,17.48983,17.29606,17.55302,M6
18.76329,17.57785,17.1323,16.94624,16.8636,F9
18.06307,17.08019,16.78298,16.67972,16.64429,F5
23.11681,21.02741,19.43492,17.19911,16.01298,M6
23.75364,20.99028,20.30535,20.01547,19.867,K1
19.21139,19.04666,19.32179,19.52926,19.72606,WD
19.23289,18.26464,17.95093,17.83963,17.83608,F5
17.02769,15.92066,15.68371,15.63116,15.65968,F5
17.86312,16.8813,16.54898,16.42744,16.41522,F5
24.32135,20.51595,19.02632,17.61936,17.40769,M3
23.30263,21.14337,19.30593,18.32038,17.40938,M2V
20.3752,18.91439,18.21352,17.90377,17.76118,F9
24.81095,24.10577,21.59304,20.13438,19.44279,M4
19.48172,18.11586,17.48175,17.19477,17.05398,F2
18.48663,17.31369,16.79862,16.55027,16.44072,F5
18.04563,17.14909,16.87566,16.77317,16.73456,A0
19.5959,18.31654,17.76002,17.53168,17.40985,F9
22.82137,21.10499,19.80649,19.29279,19.72407,K7
19.55922,18.41031,17.98408,17.81933,17.77096,G2
23.53543,21.41516,19.61048,18.92664,18.59567,M0V
19.06784,17.77028,17.20284,16.97184,16.87426,F9
16.13023,14.95093,15.1374,15.29096,15.37614,A0
22.76394,20.97697,19.53025,18.99475,18.40669,M0
23.4301,20.88719,19.26647,18.10887,17.4564,M3
17.25861,16.26507,15.92966,15.79748,15.75085,F5
22.45664,19.20522,17.67131,16.55503,15.94244,M2
17.35814,16.38936,16.01921,15.86961,15.83453,F5
22.11741,19.06318,17.98755,17.56349,17.29744,K5
17.52324,16.51215,16.1519,16.00872,15.95778,F5
18.68509,17.56438,17.05187,16.84377,16.74788,G2
19.81974,18.71599,18.61226,18.63051,18.60789,A0
22.48643,19.30756,17.91095,16.69177,16.06646,M3
24.18556,22.06573,20.44106,19.20261,18.50045,M2
22.86897,21.33428,20.54156,20.23789,19.53705,CV
20.10624,18.90347,18.79406,18.79345,18.8584,A0
23.56786,20.63069,19.11094,18.29925,17.80315,M0
17.51164,16.50658,16.19733,16.07635,16.05251,F5
23.67937,21.04119,19.35698,17.86862,17.00383,M4
19.40458,18.3488,17.9753,17.82782,17.77112,G0
20.6897,19.55688,19.12892,18.96156,18.85823,G2
19.266,19.28298,19.4792,19.63837,19.76962,OB
19.15862,17.93451,17.47131,17.27505,17.1906,F9
19.31949,18.88747,18.2121,17.31769,16.75046,M3
21.98719,19.76204,18.51158,18.03599,17.75099,K7
24.30442,22.19019,20.68124,18.63348,17.50925,M6
19.954,19.53798,19.52473,18.94864,18.25157,M4
20.15904,20.20636,20.53436,20.81436,21.63116,WD
23.97058,22.87546,21.11523,18.61986,17.30913,M7
22.97801,20.56992,18.93006,16.77754,15.53629,M6
24.58201,21.32144,19.93653,18.60519,17.78378,M3
24.06469,22.24041,20.61846,18.10089,16.70335,M7
20.59547,20.53548,20.54654,20.64861,20.64602,CarbonWD
20.74968,18.21142,17.00742,16.5091,16.20718,K7
19.26952,18.74253,18.96216,19.11159,19.34767,WD
16.66536,15.54934,15.41852,15.40832,15.44178,A0
21.06113,18.25615,16.85693,16.22611,15.87231,K7
18.93938,17.86754,17.49952,17.3736,17.3477,G0
21.59457,18.80813,17.40094,16.29883,15.70835,M2
18.7381,17.44079,16.96369,16.80044,16.73772,F9
19.2187,18.99209,18.9393,19.05331,19.08174,CarbonWD
18.35976,17.21216,16.84076,16.70115,16.67936,G0
23.6054,20.51612,19.0032,18.03548,17.46012,M0
19.02367,18.96726,19.33379,19.64289,19.76356,WD
19.11525,18.29847,17.39258,16.92478,16.64311,K7
19.53495,18.46914,18.34207,18.3126,18.28472,A0
16.61788,15.74225,15.40956,15.27639,15.23327,F5
18.16484,16.95484,16.5377,16.39536,16.37294,G2
25.5191,22.1806,20.19439,19.23028,18.76871,T2
18.90845,17.7145,17.21871,17.0214,16.92905,F5
19.60446,17.58108,16.68971,16.37057,16.19737,K3
19.43892,17.60333,16.82059,16.52452,16.35028,K3
19.07924,17.40228,16.75043,16.53949,16.42694,F9
20.30951,18.20439,17.28208,17.06037,16.88369,Carbon
20.57867,18.20119,16.85367,16.03778,15.58244,M1
21.46758,19.03761,17.60066,16.87629,16.46867,M0
20.52509,18.12618,17.04741,16.65111,16.42297,K5
18.669,17.70629,17.44737,17.36507,17.36357,F5
19.62357,18.10389,17.50948,17.29492,17.15949,F9
20.98091,18.47856,17.15425,16.5451,16.1394,K7
19.42911,17.78623,17.13734,16.91684,16.78003,K1
20.8783,18.40873,17.40943,16.96318,16.72975,K5
18.72077,17.50256,17.08383,16.92993,16.85098,G2
18.72217,17.79869,17.54209,17.42426,17.37291,A0
22.78808,20.00414,18.77863,18.10965,17.47465,M1
22.75744,20.73742,19.40711,18.85761,18.52717,K7
21.65211,19.03761,17.85748,17.36891,17.06998,K7
24.3912,21.57697,20.16687,19.01729,18.62861,M2
16.67453,15.57804,15.42409,15.40525,15.43471,F5
19.29786,18.16841,17.65509,17.45404,17.39547,O
18.75772,18.39114,18.73631,18.96887,19.18194,A0
20.746,19.63033,19.33342,19.2087,19.21259,F5
21.00453,18.4608,17.31977,16.87884,16.6212,K7
19.01974,18.15711,17.86839,17.8023,17.80859,A0
20.71301,18.09487,16.80744,16.30477,16.04268,K7
24.35534,23.11207,21.58993,20.0107,19.32634,M4
21.29438,18.6252,17.19925,16.50173,16.10481,M0
25.454,21.67344,20.50864,19.85381,19.5995,K7
25.3914,23.5998,21.78027,19.50995,18.28759,M6
24.05118,21.52741,20.05155,17.97485,16.92577,M6
18.24784,17.03075,16.56676,16.39014,16.31207,F9
20.68825,18.70393,17.89451,17.64892,17.38805,K5
19.00848,19.4859,20.06402,20.39779,20.12601,O
19.19772,18.06336,17.98075,18.03903,18.08251,A0
24.8269,22.44139,20.76611,19.68912,19.22395,M2
24.6429,22.20172,20.70098,18.78561,17.70425,M6
22.01622,20.78089,20.29648,19.95692,19.85678,L5.5
20.31953,20.2211,20.59606,20.81304,21.4132,WD
24.17489,22.09031,20.15637,19.01673,18.38955,M2
23.49568,20.38101,19.03316,17.81696,17.16295,M3
24.41308,21.01031,19.58966,18.15339,17.39581,M4
23.44658,22.33241,20.83796,19.61336,18.98823,M3
23.96832,21.65271,20.30352,19.14219,18.50431,M3
23.2829,20.3992,18.90419,18.0825,17.64647,M1
17.03,15.96231,15.57658,15.45894,15.42888,F5
19.4481,18.4414,18.11177,17.99584,18.03548,F5
23.06636,21.81219,19.93742,19.12049,18.66336,M0V
20.3134,19.85286,20.10349,20.31141,20.50735,WD
17.46413,16.53434,16.27235,16.16767,16.14556,F5
22.33191,19.62681,17.89773,17.1219,16.65576,M0V
24.39118,23.26586,21.72589,19.49644,18.33265,M6
19.56257,18.50146,18.07711,17.87932,17.80305,G2
22.445,19.99761,18.48391,16.65397,15.66769,M5
24.08098,22.37612,20.88761,18.88762,17.79947,M6
21.07103,19.94373,19.4815,19.3017,19.16927,G0
22.88112,19.64585,18.13156,17.06565,16.36393,M2
25.26647,22.4954,21.11156,19.92254,19.22138,M4
17.54992,16.46391,16.08248,15.95575,15.92642,G0
21.94689,19.46516,18.16823,17.65275,17.48228,K7
25.70477,22.73195,21.0915,19.13083,18.04999,M6
23.0971,21.07462,19.95252,19.50027,19.63908,K5
18.69849,17.10163,16.51327,17.1684,16.15854,F9
19.69052,19.92546,20.42311,20.86892,20.82228,WD
16.44514,14.66279,13.94382,14.12058,13.57883,K1
22.8486,21.28825,19.80507,17.8699,16.85379,M5
22.82562,22.17397,20.1246,19.36401,18.17937,M7
19.59061,18.44838,18.55756,18.63563,18.75165,A0
22.56432,20.64071,19.36712,18.94236,18.77623,K5
23.44823,20.93943,19.2997,17.95309,17.23167,M4
20.65414,20.24903,20.45375,20.66316,20.65015,WD
24.06387,21.93355,20.14895,18.20758,17.15518,M5
19.33687,18.89217,18.77159,18.78512,18.89845,L5.5
19.86998,18.67678,18.39132,18.27204,18.23985,F5
24.2497,22.67089,21.16355,19.3158,18.32754,M6
18.16885,17.0771,16.91246,16.88137,16.93083,F5
17.58409,16.5684,16.19547,16.04414,16.00796,G0
19.60096,18.65139,18.39284,18.28431,18.30297,F5
18.0297,16.91616,16.56958,16.45094,16.42985,F2
18.94724,17.95391,17.73361,17.63727,17.61616,A0
23.63757,22.30836,20.86324,18.70981,17.57862,M6
24.02342,21.02449,19.45218,17.52056,16.49964,M5
19.28223,18.3607,18.14078,18.0235,18.0518,A0
17.78789,16.65223,16.85497,17.02479,17.08902,A0
18.82531,18.3789,18.5078,18.6682,18.87724,WD
17.27003,16.35763,16.15816,16.08085,16.0737,A0
19.84813,18.9932,18.58695,18.20107,18.3899,F5
23.07298,22.37461,20.85591,18.77878,17.60305,M6
23.35201,23.11648,21.59686,19.38088,18.26536,M6
16.80103,15.61288,15.29182,15.16929,15.1605,G0
23.85364,25.11374,20.49095,19.43253,18.81293,M1
20.16788,19.15866,18.89946,18.77297,18.76262,F5
20.26542,19.22729,18.99381,18.93052,18.88736,A0
17.47198,16.45009,16.38227,16.38158,16.4236,A0
19.64053,17.76943,16.98875,16.69996,16.53522,K3
18.20211,17.14434,16.78116,16.62962,16.62767,F2
21.17879,18.50287,17.01274,15.85481,15.21092,M3
17.75619,16.86083,16.6101,16.51889,16.51353,F5
23.36818,20.0373,18.39595,17.60603,17.13511,M0V
19.72494,19.85179,20.32176,20.62724,21.20855,WD
25.34904,22.69104,21.02394,19.18125,18.16468,M5
19.38131,18.17494,18.18106,18.21814,18.23785,A0
20.82013,20.54171,20.78151,21.17071,21.30925,WD
25.52387,21.27853,21.92003,20.16186,19.11678,M5
15.96519,14.73762,14.72399,15.14602,14.77358,A0
21.88649,19.37216,17.81038,17.00576,16.53253,M0
21.27783,20.70738,20.32032,19.56197,19.05028,M3
25.39808,22.64429,21.16986,19.674,18.83034,M4
20.48444,18.17706,17.20041,16.82383,16.63613,K5
25.23655,24.84468,22.66451,20.22363,18.55289,M9
19.09698,17.8639,18.03582,18.18978,18.27108,A0
19.50464,18.48554,18.11685,17.96356,17.93732,F5
23.63005,22.82297,20.97267,19.64734,19.12581,M2
21.2478,20.21139,20.17733,20.19749,20.18146,A0
18.87854,17.72058,17.22193,16.99598,16.89824,F5
25.44485,22.46521,21.12397,19.10352,18.00386,M6
19.46717,18.42393,18.45839,18.53346,18.54399,A0
21.11321,18.48214,17.41413,16.91202,16.67374,K5
17.335,16.31258,15.9751,15.85247,15.80277,F5
18.93665,17.81493,17.66601,17.6659,17.70085,A0
21.50076,19.04904,17.77003,17.30787,16.98466,K7
19.4384,17.98917,17.48638,17.27452,17.1717,F9
19.52925,19.29742,19.58004,19.51624,19.21802,WD
21.33925,19.33103,18.48076,18.13648,17.9656,K3
21.58439,18.97981,17.83618,17.43432,17.13473,K5
20.32541,17.75306,16.30455,15.53047,15.08306,M1
25.74528,22.56627,21.00397,19.06315,17.90678,M6
18.0747,16.95109,16.96433,17.00891,17.06468,A0
16.53355,15.31597,14.97912,14.8749,14.85923,F5
18.38868,17.25997,16.70081,16.52687,16.47553,G2
18.36678,17.23799,17.23247,17.29733,17.37801,A0
19.9726,19.10223,18.80603,18.98165,18.63945,F5
25.79032,23.17932,21.34779,19.46505,18.32067,M5
18.9617,18.98718,19.41697,19.671,19.93686,WD
18.24098,17.23878,16.81591,16.66831,16.62742,F5
19.6045,17.1592,15.93659,15.48827,15.25283,K7
19.82074,17.78765,17.03748,16.97012,16.66591,K1
20.6425,20.30498,20.60018,20.84412,21.30548,WD
22.59302,20.50606,19.04046,17.82223,17.14424,M3
23.45056,21.68304,20.41777,19.74308,20.15453,M0
23.57496,22.68331,21.18938,19.00215,17.74669,M6
18.8834,17.7589,17.6062,17.56593,17.63099,A0
17.74363,16.10165,15.49797,15.34318,15.20909,F9
23.92785,22.66227,21.06294,19.59845,18.81641,M3
23.30567,20.22097,19.42582,19.15273,19.0021,K3
19.73254,18.58186,18.17635,18.04701,17.98284,G2
18.63996,17.4737,17.48876,17.53387,17.62178,A0
20.21865,19.75211,19.95625,20.23353,20.44373,WD
20.80783,19.56733,19.22435,19.08824,18.99297,F2
24.34567,23.09575,21.34908,19.16585,17.9427,M6
23.78436,21.68592,20.37614,19.27747,18.8068,M2
17.43023,16.31996,15.87113,15.7671,15.80458,G0
18.15573,17.08214,17.33543,17.52288,17.63771,A0p
23.65201,20.56959,19.47289,19.0863,18.90113,K5
24.66475,22.18531,20.75826,19.5346,19.32774,M1
19.05561,17.97674,17.49505,17.28091,17.22387,G0
19.45041,19.02167,19.02832,19.06676,19.3259,WD
18.68415,17.48704,17.49972,17.56328,17.60829,A0
17.72416,16.61032,16.3914,16.29806,16.26734,A0
19.68949,19.21134,19.39311,19.58243,19.86096,WD
17.64886,16.54568,16.47585,16.47757,16.53689,A0
17.14921,15.91227,15.86613,15.85512,15.86951,A0
24.91185,20.72412,19.09077,18.27555,17.83427,M0V
19.486,19.66587,20.1311,20.47248,20.96237,WD
17.35737,17.12312,17.41397,17.6799,17.95354,WD
24.01053,21.54015,20.06505,19.5131,19.05246,M0
17.22391,15.92931,16.08408,16.22362,16.30254,A0
23.75329,20.74364,19.29184,17.97976,17.28089,M3
19.47278,18.50891,18.12099,17.96456,17.91489,F5
24.9994,21.02464,19.55653,18.64843,18.07065,M1
25.17705,20.71133,19.2525,17.91445,17.10859,M4
24.18338,22.04243,20.4143,19.57775,19.10544,M0V
25.27696,20.96965,19.56672,19.18338,18.76517,K7
23.05491,20.19131,18.65739,17.95771,17.46344,M0
25.78613,21.98039,20.6727,19.49467,18.74319,M3
24.12064,21.89253,20.12948,19.25464,18.57761,M1
22.73941,21.55414,20.22925,19.49603,18.99315,M0
22.52519,21.82846,20.30723,19.07129,18.29302,M3
17.84474,16.71224,16.35076,16.17932,16.17739,F2
20.29137,19.11925,18.85954,18.70158,18.7215,F5
20.67829,19.88417,19.13943,18.29413,17.76838,M2
22.12727,19.61396,18.21204,17.06617,16.48681,M3
18.62217,17.41975,17.46992,17.56469,17.6363,A0
19.35337,18.35019,18.01382,17.88647,17.82189,F5
23.20769,21.62559,19.98329,18.75974,18.11395,M2
18.22744,16.67225,16.08316,15.87383,15.7858,F9
21.59832,19.53804,18.66964,18.33629,18.18609,K3
17.2767,16.20391,16.13912,16.15885,16.22858,A0
22.60398,19.61066,18.22863,17.49827,17.16965,M0
19.91992,19.69333,19.82795,20.04745,20.43393,WD
24.59947,20.66488,19.11414,17.26426,16.27485,M5
16.80274,15.70931,15.35817,15.23296,15.22297,G0
18.52844,17.14515,16.69683,16.53675,16.46561,F9
19.93386,18.83331,18.43309,18.27785,18.29029,F5
24.98318,22.4632,21.03287,19.65719,18.72355,M4
19.92673,18.91845,18.60603,18.61083,18.46406,F5
24.11942,20.84618,18.99008,18.40117,18.00896,Carbon
16.87498,15.81874,15.48746,15.36285,15.34646,F5
24.68968,21.49127,20.06242,18.93566,18.27198,M2
22.70145,21.00516,19.28366,18.19212,17.59339,M2V
23.33865,21.43074,20.55251,20.1347,19.89893,K3
25.44828,21.58679,20.16341,19.12469,18.63629,M2
20.08969,18.85494,18.35481,18.1785,18.09143,F9
20.64948,18.01312,16.54358,15.73275,15.1011,M2
17.82252,16.57903,16.01138,15.83504,15.73584,F9
18.06145,16.99394,16.87226,16.85034,16.85203,A0
18.1486,17.0604,16.79024,16.71087,16.70223,F5
20.71953,19.79372,19.3248,19.12285,19.07181,F5
24.76823,21.46061,19.81386,18.48084,17.79732,M4
19.63387,19.51818,19.95522,20.2593,20.64177,A0p
19.60946,18.54075,18.13477,17.96613,17.91867,F5
25.01962,22.68625,21.02472,19.13568,18.02695,M6
23.80002,22.68519,21.497,19.48167,18.47905,M5
24.18454,20.87381,19.84609,19.48541,19.21257,K3
19.22537,18.37301,18.16448,18.05293,18.01862,A0
20.55155,19.54217,19.23928,19.12881,19.09576,F5
21.33499,18.93131,17.48452,16.8548,16.4416,M0
19.19055,18.23669,17.90978,17.7944,17.80825,F5
23.56457,20.8955,19.25039,17.99881,17.31955,M3
18.43937,17.33191,17.06194,16.96568,16.947,F5
24.33106,21.31671,19.89819,19.25607,18.85953,K7
19.41337,18.2587,17.94917,17.81699,17.80934,F5
24.38229,22.79274,20.94999,18.8635,17.72743,M6
23.06974,20.55789,19.0197,17.10691,16.02172,M5
23.20159,21.66654,20.12236,18.54517,17.70575,M4
18.6308,17.68668,17.40133,17.31012,17.28408,F5
22.15373,20.42824,19.6691,19.39315,19.25897,K3
24.76664,22.91779,21.45451,20.12511,19.53703,M4
19.28986,18.30261,18.15285,18.10529,18.1278,A0
22.77294,21.22177,20.25013,19.88982,19.75391,K5
21.16474,18.62706,17.32357,16.87456,16.58934,K7
23.60773,20.38617,18.8789,18.1401,17.69445,M0
19.84958,18.83176,18.76114,18.80365,18.88769,A0
19.64152,19.62248,19.98798,20.18848,20.25065,A0p
23.38917,20.75154,19.56015,19.00555,18.68367,K7
19.65768,17.10073,15.97487,15.56372,15.32534,K5
19.54619,18.2644,17.79404,17.58546,17.5072,F9
23.20265,20.77895,19.47214,18.8209,18.52283,M0
20.28698,19.24706,18.95061,18.80723,18.7602,F5
20.49363,19.27632,19.29748,19.43053,19.42843,A0
25.02271,22.78774,21.20584,19.28623,18.27775,M6
19.69605,18.50063,18.01044,17.79061,17.66083,F2
19.49132,17.50268,16.72534,16.46497,16.31629,K1
18.50541,17.25528,16.96943,16.88649,16.84096,A0
22.19816,19.67449,18.2446,17.81756,17.61484,K3
23.97746,21.30507,20.46937,20.05862,19.94198,K3
23.9537,21.51767,19.67045,18.73542,18.17912,M1
23.38559,22.80417,21.18516,19.173,17.95564,M6
23.96595,21.89669,20.2912,18.39549,17.36877,M5
19.10069,17.63669,17.09145,16.8504,16.79848,F9
23.48792,22.05397,20.40216,18.4667,17.42215,M5
25.33015,22.36683,20.42975,19.6034,19.13271,M0V
17.49772,16.39735,16.04765,15.9214,15.84857,F5
19.50615,17.77173,17.02544,16.72521,16.51966,K1
21.131,18.53178,17.48544,17.09737,16.89304,K5
22.93474,20.35709,18.61663,17.81179,17.36099,M0V
19.90703,18.96105,18.59543,18.53198,18.58853,M4
18.65409,17.52668,17.27983,17.21239,17.21634,F5
22.07508,19.82465,18.98612,18.70249,18.46093,K3
25.27623,22.53955,20.99871,19.07204,18.07019,M5
20.63086,20.39498,20.34391,19.62661,18.93572,M4
22.95304,22.31154,20.59064,18.54522,17.40372,M6
19.24263,18.3207,17.98838,17.84177,17.79822,F5
25.99237,22.53048,21.16215,20.29131,19.94825,T2
22.11016,19.40675,17.92289,17.2228,16.79326,M0
23.05804,20.74142,19.3194,18.12162,17.43451,M3
23.13154,21.50508,20.60693,19.18745,18.20382,M6
23.27844,21.10733,19.75404,18.62903,18.06254,M2
24.73235,24.09265,23.03436,20.4844,19.13796,M7
20.52532,19.57968,19.20938,19.46954,19.03392,F5
19.27943,18.24858,17.85722,17.74561,17.66229,F5
18.57222,18.14339,18.37987,18.52179,18.57766,WD
25.32977,22.06972,20.62208,19.46768,18.81082,M3
24.69712,22.41068,20.81553,18.86264,17.83369,M5
21.12518,18.76469,17.49359,17.03776,16.77798,K7
17.66298,16.70752,16.36624,16.23353,16.20019,F5
23.83228,20.98936,20.28746,20.05286,19.87541,K1
22.89091,19.94145,18.54022,17.88349,17.53926,M0
23.80413,21.29474,19.9595,19.35858,19.06069,M0
20.52763,20.10232,20.27048,20.41349,20.62445,WD
17.83102,16.59011,16.14596,15.99806,15.93886,F9
24.65872,22.50301,21.07769,19.29731,18.32177,M5
25.60505,20.88875,19.41894,18.36071,17.61767,M3
26.09059,22.40029,20.90901,18.98413,17.87958,M6
19.40905,18.1815,17.96087,17.85734,17.82998,F5
17.46035,16.23227,15.80357,15.65534,15.5885,G2
18.98518,17.88602,17.51795,17.39438,17.33919,F2
21.72238,19.43812,18.04888,17.53771,16.98415,M0
23.84184,20.80996,19.31472,18.01373,17.32458,M3
25.99942,22.2485,20.35483,18.09557,16.88387,M6
24.3932,23.40969,21.7834,18.76025,17.13181,M8
25.2468,22.50541,20.55565,18.28006,16.9349,M7
20.87961,19.72737,19.47451,19.37104,19.34194,F5
23.84952,21.81841,20.67144,20.2871,20.01056,K3
21.97038,19.20699,17.8669,17.24837,16.92483,K7
20.58855,18.14391,17.10917,16.73029,16.53897,K5
23.02042,20.2532,18.71717,16.68,15.57774,M6
18.58841,17.34667,16.93236,16.73925,16.77321,F9
24.64648,22.84111,21.12982,18.06404,16.52889,M8
26.34008,24.05685,21.36809,19.76943,18.85799,M5
18.23828,17.00735,16.99026,17.00623,16.99566,A0
19.92319,17.96411,16.99259,16.62582,16.5037,K3
22.72918,20.88811,19.42057,18.04834,17.35577,M3
18.45296,17.44918,17.10067,16.97009,16.93906,F5
19.09071,18.02077,17.68742,17.54676,17.51818,F5
24.47328,21.01095,20.22642,19.94042,19.76251,K5
19.50654,19.79361,20.23947,20.56813,20.901,WD
22.94392,20.94754,20.31937,20.13068,20.09933,K1
24.3493,22.15005,20.68373,18.69939,17.61558,M6
23.14756,20.51885,19.34232,18.83785,18.54918,K7
24.35994,22.0322,20.1134,18.7906,18.068,M2V
20.02913,19.84288,20.17404,20.50122,20.74317,WD
20.51203,17.87836,16.62008,16.23881,15.89744,K7
20.70151,18.4438,17.05472,16.32872,15.79566,M1
18.80806,17.87886,17.51072,17.35493,17.29041,F5
21.71103,19.28625,17.8135,16.9675,16.31877,M2
20.92383,18.32314,16.90967,16.32435,15.85827,M0
22.92303,20.78152,19.15631,18.26876,17.61995,M2
24.27024,20.20775,18.72779,17.29896,16.365,M4
25.37447,22.25863,20.98784,19.89452,18.97072,M4
19.49657,18.46883,18.2737,18.20027,18.19738,A0
20.95528,21.41485,19.96827,18.22539,16.6566,M7
16.81469,15.6581,15.35121,15.27542,15.28241,F2
22.9158,21.00345,19.33705,18.31924,17.74377,M2
18.74621,17.63231,17.21756,17.09603,17.06348,G0
22.87609,22.48137,20.96766,19.42964,19.0364,M4
17.12475,16.00609,15.98973,16.02441,16.04115,A0
22.65709,20.19033,18.70872,17.717,17.19008,M2
18.87862,17.50362,16.98753,16.91498,16.81335,F9
23.61707,21.0259,19.36135,18.77108,18.60271,K7
18.1694,17.10412,16.77555,16.62433,16.60937,F5
20.49649,18.47971,17.7641,17.52946,17.41467,K1
19.75516,18.55646,18.05004,17.8446,17.72069,F9
19.22953,17.79286,17.23157,17.01031,16.91013,F9
19.15538,16.48943,15.84678,15.62934,15.54648,K1
20.62274,17.97595,16.69148,16.18779,15.94128,K7
21.9705,19.55793,18.16261,17.0507,16.44935,M3
22.23981,19.80742,18.31099,17.58861,17.24586,M0
23.28686,21.24487,19.74066,18.75222,18.31361,M2
24.13349,22.5956,21.07078,19.96493,19.73298,M2
24.30962,21.98257,20.77348,20.05083,19.56283,M0
22.7971,20.88478,19.51302,19.02601,18.60801,K7
17.36706,16.1453,15.70941,15.51191,15.46345,F9
18.07384,16.94282,16.5346,16.38063,16.31839,F2
20.05434,18.93269,18.99543,19.04127,19.20201,A0
19.40692,18.28922,17.78057,17.60467,17.49178,G2
17.36441,16.22436,15.88396,15.7538,15.7312,F2
20.65947,19.13993,18.54364,18.33989,18.19757,F9
22.81705,19.92303,18.45238,17.55197,16.88401,M2
23.93631,22.57174,21.10862,19.87525,19.7672,M3
17.06556,15.99321,15.67124,15.55278,15.54206,F5
19.47136,17.31109,16.43185,16.094,15.9367,K3
19.34712,18.24976,17.96407,17.80862,17.80588,F5
22.69505,19.27459,17.91094,17.35978,17.00766,K7
22.05869,19.57639,18.15423,17.42201,17.05132,M0
18.12761,17.03962,16.8258,16.75554,16.76374,F5
23.49661,20.97682,19.57527,19.06321,18.57144,K7
20.20555,19.03656,18.65497,18.51938,18.46384,F5
19.99562,18.06698,17.29151,17.01797,16.82763,K3
24.95423,21.17006,19.57864,18.48445,17.95663,M2
19.35644,18.36331,18.01652,17.89896,17.85896,F5
23.55347,22.3807,20.82879,19.88843,19.74575,M2
18.82924,17.70518,17.22503,17.03259,16.95118,F5
24.9083,22.56807,20.98165,19.86867,19.1439,M4
24.93742,23.69441,21.34202,20.22228,19.84579,M4
20.60703,19.26303,18.87635,18.76394,18.67263,F9
17.10422,15.83526,16.00243,16.15742,16.24415,A0
18.7003,17.57076,17.11287,16.91527,16.82993,G2
25.75116,23.88948,21.30186,20.11838,19.52465,M2
18.60959,16.93369,16.33746,16.11133,16.07234,F9
22.86475,20.61731,19.24825,18.35257,17.84805,M2
22.5181,20.93738,20.39116,20.16342,19.9331,K3
17.91331,16.78729,16.49572,16.47272,16.48683,F2
23.57535,21.67286,20.60777,20.21922,20.12613,K5
17.76946,16.61418,16.20411,16.08023,16.01482,F2
21.70021,19.07315,17.74341,17.20332,17.63897,K7
23.89492,22.66554,21.02483,19.43044,18.29801,M4
24.08472,21.4716,20.04928,19.23776,18.69193,M1
18.66914,17.6832,17.34291,17.21396,17.22078,F5
19.14567,17.8522,17.27961,17.04679,16.94405,F9
19.72543,18.33425,17.84179,17.84949,17.64571,F9
23.53059,21.49716,20.02349,18.54412,17.72726,M4
23.20148,21.1793,19.77278,18.82614,18.87703,M2
23.41857,23.50693,20.54482,19.45907,18.84957,M2
19.07712,18.04314,17.69559,17.5796,17.58057,F5
17.17984,16.02559,15.60949,15.42722,15.3652,G0
24.4544,20.74743,18.98468,18.48066,18.24617,Carbon_lines
21.45045,19.90796,19.2116,18.90529,18.74573,K1
17.27143,16.20899,15.85645,15.69502,15.63523,F5
19.32455,18.04247,17.591,17.42025,17.34195,F9
18.99064,17.6886,17.16266,16.97128,16.89399,F9
20.31671,18.6377,17.85415,17.54522,17.36656,K1
19.78258,18.53011,18.01895,17.85207,17.7841,F9
20.31378,18.37092,17.53603,17.19919,17.02391,K3
17.85324,17.0186,16.63599,16.50062,16.46783,F5
18.14254,17.00291,16.61255,16.49344,16.40211,F2
20.23081,19.86992,19.84114,19.93887,20.07189,WD
24.35226,22.8057,21.38696,20.28081,19.71349,M3
18.69653,17.63921,17.53767,17.48954,17.52011,A0
24.15394,21.91526,20.53922,18.02207,16.7476,M7
18.88023,17.94819,17.61551,17.46984,17.42455,A0
21.70815,20.78416,20.1433,19.4382,18.95781,M1
19.31282,18.27334,17.95226,17.84702,17.80263,F5
21.31466,19.46464,18.37523,17.88381,17.57564,K7
23.71524,20.09708,19.36291,19.16485,18.94229,K1
20.7846,18.45445,17.23017,16.67181,16.30979,K7
22.63786,21.0272,20.40718,20.08502,20.09982,G5
23.02449,22.26609,20.71113,19.72602,19.17478,M2
23.18478,20.75715,19.13664,18.02023,17.38835,M2
19.27589,18.25021,17.83197,17.6645,17.60305,F2
18.15536,16.97126,16.50696,16.32329,16.26443,F9
26.2285,22.20089,20.74284,19.76652,19.31552,M1
19.22578,18.19415,17.77924,17.58367,17.48936,F2
25.0676,21.29279,20.50531,20.15372,19.79147,K5
